image_id,nucleus_id,x_min,y_min,x_max,y_max,centroid_x,centroid_y
human_bladder_07.png,1,178,0,278,42,221.08815426997245,18.41046831955923
human_bladder_07.png,2,23,6,71,72,46.77137713771377,38.88208820882088
human_bladder_07.png,3,278,7,287,20,282.09090909090907,12.625
human_bladder_07.png,4,0,53,27,107,12.659904534606206,80.13842482100239
human_bladder_07.png,5,284,61,341,115,311.8552357113058,87.72841051314143
human_bladder_07.png,6,33,79,63,150,47.31159838430467,113.40911713791114
human_bladder_07.png,7,422,115,447,170,434.2640522875817,135.78300653594772
human_bladder_07.png,8,78,127,99,170,88.60992907801419,148.06028368794327
human_bladder_07.png,9,154,136,199,216,177.18364418938307,176.46532759445242
human_bladder_07.png,10,36,147,78,184,55.13464052287582,162.7934640522876
human_bladder_07.png,11,104,147,137,233,121.57117852975496,186.85764294049008
human_bladder_07.png,12,440,153,465,183,453.13861386138615,167.4224422442244
human_bladder_07.png,13,60,177,117,229,86.47094801223241,200.19571865443424
human_bladder_07.png,14,371,213,415,241,384.9982905982906,223.87008547008546
human_bladder_07.png,15,0,223,27,253,10.804,241.108
human_bladder_07.png,16,101,226,102,227,101.0,226.0
human_bladder_07.png,17,385,227,422,272,403.4934665641814,247.87855495772482
human_bladder_07.png,18,105,228,106,229,105.0,228.0
human_bladder_07.png,19,108,234,142,291,125.38556067588326,263.8648233486943
human_bladder_07.png,20,435,239,467,269,447.36798336798336,251.45945945945945
human_bladder_07.png,21,437,258,469,302,453.0027932960894,279.55027932960894
human_bladder_07.png,22,199,279,235,381,217.23460306158776,330.5856176575294
human_bladder_07.png,23,112,287,144,333,127.43440486533449,309.44743701129454
human_bladder_07.png,24,158,293,183,333,169.6060606060606,314.0429292929293
human_bladder_07.png,25,268,317,335,381,301.1605333333333,346.92906666666664
human_bladder_07.png,26,400,319,497,372,445.5902404018658,347.07857911733043
human_bladder_07.png,27,0,327,45,379,18.213333333333335,356.4144444444444
human_bladder_07.png,28,347,326,419,395,383.07201735357916,361.5700650759219
human_bladder_07.png,29,71,366,116,405,93.7619477006312,383.0703336339044
human_bladder_07.png,30,111,382,165,416,136.55254237288136,399.99661016949153
human_bladder_07.png,31,302,383,336,427,319.69493392070484,404.9273127753304
human_bladder_07.png,32,461,398,495,427,477.12474849094565,413.3963782696177
human_bladder_07.png,33,47,412,91,453,69.00934579439253,431.03219106957425
human_bladder_07.png,34,251,425,308,480,279.76278290025147,451.29421626152555
human_bladder_07.png,35,0,428,53,489,19.357648725212464,466.41784702549575
human_bladder_07.png,36,459,430,495,468,475.32464454976304,450.41469194312793
human_bladder_07.png,37,170,458,261,512,214.10582959641255,485.0829596412556
human_bladder_07.png,38,292,473,343,512,312.2638753651412,493.21324245374876
human_bladder_07.png,39,25,488,89,512,52.37803692905734,500.6083576287658
human_bladder_07.png,40,454,491,500,512,471.72185430463577,502.9884105960265
human_bladder_12.png,1,351,44,375,85,363.7150259067358,63.509067357512954
human_bladder_12.png,2,79,97,117,145,97.02708333333334,121.44236111111111
human_bladder_12.png,3,141,124,172,162,154.80851063829786,141.48152295632698
human_bladder_12.png,4,0,171,12,206,4.390092879256966,186.58204334365325
human_bladder_12.png,5,58,171,89,215,73.08734939759036,191.91164658634537
human_bladder_12.png,6,414,239,455,293,434.3983739837398,264.8780487804878
human_bladder_12.png,7,38,245,75,275,57.48813056379822,257.6142433234421
human_bladder_12.png,8,148,245,168,273,157.55609756097562,257.75853658536585
human_bladder_12.png,9,32,268,55,283,43.19924812030075,274.6954887218045
human_bladder_12.png,10,39,297,69,322,53.01642335766423,309.0821167883212
human_bladder_12.png,11,423,309,443,330,432.8954248366013,318.87581699346407
human_bladder_12.png,12,159,341,192,394,175.9764705882353,361.0813725490196
human_bladder_12.png,13,0,345,28,373,11.900662251655628,359.0198675496689
human_bladder_12.png,14,375,371,396,410,384.7375201288245,390.17874396135267
human_bladder_12.png,15,151,372,180,418,163.95773195876288,393.45670103092783
human_bladder_12.png,16,0,408,11,439,4.158102766798419,422.70355731225294
human_bladder_12.png,17,93,420,128,453,108.40707964601769,436.41297935103245
human_bladder_12.png,18,303,425,325,466,314.1641379310345,446.12
human_bladder_06.png,1,23,0,63,28,45.02869440459111,10.375896700143471
human_bladder_06.png,2,133,0,205,41,172.9580547112462,18.13738601823708
human_bladder_06.png,3,255,0,293,31,270.41634241245134,13.08041504539559
human_bladder_06.png,4,309,0,337,36,321.27069351230426,10.997762863534676
human_bladder_06.png,5,440,4,481,32,461.6034669555796,17.85157096424702
human_bladder_06.png,6,107,19,137,68,119.19289340101523,41.68020304568528
human_bladder_06.png,7,374,19,415,40,395.4524647887324,29.975352112676056
human_bladder_06.png,8,316,20,351,60,331.2286012526096,40.98016701461378
human_bladder_06.png,9,0,25,80,57,37.286066584463626,40.683723797780516
human_bladder_06.png,10,174,41,210,87,190.81740481740482,63.01398601398601
human_bladder_06.png,11,387,41,434,68,407.81939799331104,52.71348940914158
human_bladder_06.png,12,425,46,462,63,444.30555555555554,54.11616161616162
human_bladder_06.png,13,0,58,70,89,29.715864246250987,69.77900552486187
human_bladder_06.png,14,118,62,147,90,131.76910569105692,75.89756097560975
human_bladder_06.png,15,26,332,132,365,83.93580246913581,349.1506172839506
human_bladder_10.png,1,243,0,261,15,251.3031914893617,6.73936170212766
human_bladder_10.png,2,332,13,370,47,350.4556407447974,28.244249726177436
human_bladder_10.png,3,410,13,434,32,422.3,21.923684210526314
human_bladder_10.png,4,133,46,164,75,147.88340807174887,59.32286995515695
human_bladder_10.png,5,174,61,200,84,186.6961325966851,72.64917127071823
human_bladder_10.png,6,197,65,245,107,220.49056603773585,86.01394585726005
human_bladder_10.png,7,56,67,84,102,69.55838926174496,84.41879194630873
human_bladder_10.png,8,347,91,382,133,362.95409540954097,112.2979297929793
human_bladder_10.png,9,267,138,285,151,275.80981595092027,143.11656441717793
human_bladder_10.png,10,102,243,144,267,122.66628175519631,254.28752886836028
human_bladder_10.png,11,470,290,512,325,493.1239024390244,308.2439024390244
human_bladder_10.png,12,65,314,86,338,75.48913043478261,325.8994565217391
human_bladder_10.png,13,183,314,217,351,200.50151975683892,332.26342451874365
human_bladder_10.png,14,229,331,254,366,241.27620396600565,349.11756373937675
human_bladder_10.png,15,328,357,350,379,338.3805970149254,366.64179104477614
human_bladder_10.png,16,377,379,463,431,418.69751116783664,409.86790044671346
human_bladder_10.png,17,198,386,223,412,209.69829222011384,399.3320683111954
human_bladder_10.png,18,256,401,290,426,272.3682678311499,413.0975254730713
human_bladder_10.png,19,464,418,512,488,491.2390510948905,458.3132603406326
human_bladder_10.png,20,88,424,109,445,98.19321148825065,434.3420365535248
human_bladder_10.png,21,319,460,377,499,346.16089803554723,478.089803554724
human_bladder_10.png,22,341,496,384,512,366.1024096385542,504.66064257028114
human_bladder_10.png,23,69,501,89,512,78.53939393939395,506.94545454545454
human_bladder_10.png,24,117,504,152,512,132.53153153153153,508.02252252252254
human_bladder_04.png,1,83,0,115,13,99.15131578947368,4.694078947368421
human_bladder_04.png,2,130,0,164,13,144.52478134110788,5.029154518950437
human_bladder_04.png,3,170,0,209,8,190.91189427312776,2.762114537444934
human_bladder_04.png,4,227,0,264,51,245.53165374677002,24.772609819121445
human_bladder_04.png,5,292,0,324,15,306.44615384615383,5.9051282051282055
human_bladder_04.png,6,495,0,512,12,504.38732394366195,4.133802816901408
human_bladder_04.png,7,337,4,373,31,355.5156462585034,17.519727891156464
human_bladder_04.png,8,195,6,221,40,207.79800853485065,22.601706970128024
human_bladder_04.png,9,16,10,43,45,28.67253044654939,26.77401894451962
human_bladder_04.png,10,103,11,135,38,119.49248747913188,23.135225375626042
human_bladder_04.png,11,492,11,512,41,502.34869739478955,24.887775551102205
human_bladder_04.png,12,307,14,339,48,321.5010940919037,29.21553610503282
human_bladder_04.png,13,143,18,174,48,158.34354194407456,32.86018641810919
human_bladder_04.png,14,0,21,17,72,6.025782688766114,51.18600368324125
human_bladder_04.png,15,77,32,103,70,90.13908205841446,48.986091794158554
human_bladder_04.png,16,324,40,369,67,347.6752688172043,51.75806451612903
human_bladder_04.png,17,17,42,51,75,34.44961240310077,57.67700258397933
human_bladder_04.png,18,162,59,201,92,179.12996389891697,76.66787003610108
human_bladder_04.png,19,126,65,136,85,130.10759493670886,74.56962025316456
human_bladder_04.png,20,437,65,462,97,448.77224736048265,81.6289592760181
human_bladder_04.png,21,14,70,32,104,21.450666666666667,84.128
human_bladder_04.png,22,200,82,231,120,215.43304843304844,100.2977207977208
human_bladder_04.png,23,121,85,144,113,132.8152709359606,98.5320197044335
human_bladder_04.png,24,101,88,124,122,111.92222222222222,104.05238095238096
human_bladder_04.png,25,25,90,52,123,37.832317073170735,106.40091463414635
human_bladder_04.png,26,474,94,496,112,484.5615384615385,102.99230769230769
human_bladder_04.png,27,0,111,13,144,4.855123674911661,128.19787985865725
human_bladder_04.png,28,147,111,193,139,171.84660766961653,123.25762045231072
human_bladder_04.png,29,347,116,369,146,356.8247863247863,131.57478632478632
human_bladder_04.png,30,126,123,157,154,142.83473861720068,137.90219224283305
human_bladder_04.png,31,389,130,423,154,403.3501628664495,142.2671009771987
human_bladder_04.png,32,0,145,51,205,23.565573770491802,173.1058743169399
human_bladder_04.png,33,114,146,141,170,126.43610547667343,157.98782961460446
human_bladder_04.png,34,253,148,284,172,267.8304195804196,159.5541958041958
human_bladder_04.png,35,158,151,188,180,172.5765625,164.778125
human_bladder_04.png,36,458,151,473,171,464.37106918238993,161.11320754716982
human_bladder_04.png,37,228,168,267,201,247.61516034985422,182.5597667638484
human_bladder_04.png,38,84,171,115,197,98.91741741741741,183.3918918918919
human_bladder_04.png,39,125,171,186,209,158.03863037752416,188.7822651448639
human_bladder_04.png,40,343,177,371,193,357.83389830508474,183.99661016949153
human_bladder_04.png,41,378,176,400,214,388.1758436944938,194.83126110124334
human_bladder_04.png,42,210,185,245,215,228.1920614596671,198.1549295774648
human_bladder_04.png,43,121,190,142,204,133.00641025641025,194.60256410256412
human_bladder_04.png,44,111,192,145,226,126.14879356568365,210.66890080428954
human_bladder_04.png,45,335,192,366,211,349.18811881188117,199.69554455445544
human_bladder_04.png,46,62,198,94,229,77.61035422343325,213.16893732970027
human_bladder_04.png,47,267,207,302,266,283.7894736842105,236.15379357484622
human_bladder_04.png,48,305,219,332,243,317.64853556485355,229.89958158995816
human_bladder_04.png,49,6,223,37,268,20.239923224568138,244.1190019193858
human_bladder_04.png,50,358,225,391,251,375.103186646434,238.1927162367223
human_bladder_04.png,51,73,228,104,265,87.24754901960785,246.54166666666666
human_bladder_04.png,52,102,241,133,263,115.306,251.486
human_bladder_04.png,53,151,240,178,277,163.7476383265857,256.85560053981106
human_bladder_04.png,54,323,243,349,275,336.55384615384617,257.23846153846154
human_bladder_04.png,55,368,251,408,283,386.89294403892944,265.55109489051097
human_bladder_04.png,56,310,265,347,296,326.69716494845363,280.4742268041237
human_bladder_04.png,57,69,267,93,302,80.57412790697674,284.2514534883721
human_bladder_04.png,58,106,270,123,301,113.18126888217523,287.73413897280966
human_bladder_04.png,59,13,272,40,299,26.286573146292586,283.1663326653307
human_bladder_04.png,60,425,272,444,292,435.22058823529414,280.9632352941176
human_bladder_04.png,61,401,279,431,306,415.18654434250766,292.43272171253824
human_bladder_04.png,62,277,284,317,342,297.0055031446541,312.17767295597486
human_bladder_04.png,63,128,288,156,333,143.24133949191685,307.8637413394919
human_bladder_04.png,64,0,293,29,317,14.150837988826815,302.7150837988827
human_bladder_04.png,65,348,295,387,325,366.64814814814815,308.5150462962963
human_bladder_04.png,66,448,295,472,327,459.15959595959595,311.0828282828283
human_bladder_04.png,67,108,305,133,324,119.95611285266457,314.0313479623824
human_bladder_04.png,68,178,304,235,331,203.58774834437085,315.94867549668874
human_bladder_04.png,69,313,305,342,333,327.5090909090909,318.93636363636364
human_bladder_04.png,70,0,311,17,355,7.0239043824701195,330.23306772908364
human_bladder_04.png,71,63,311,87,350,73.77477477477477,329.5096525096525
human_bladder_04.png,72,385,313,425,345,407.1419270833333,327.2408854166667
human_bladder_04.png,73,185,322,224,340,204.24212598425197,329.6673228346457
human_bladder_04.png,74,360,323,395,352,379.9391447368421,336.2319078947368
human_bladder_04.png,75,474,325,512,370,491.1392891450528,347.13544668587895
human_bladder_04.png,76,348,338,375,367,360.7331240188383,351.2401883830455
human_bladder_04.png,77,297,348,336,382,316.0914512922465,365.36083499005963
human_bladder_04.png,78,45,355,82,380,62.86469072164948,367.10438144329896
human_bladder_04.png,79,470,361,500,396,484.6688829787234,377.4414893617021
human_bladder_04.png,80,242,362,279,390,260.19525065963063,375.05013192612137
human_bladder_04.png,81,111,365,140,396,124.24437781109445,380.1664167916042
human_bladder_04.png,82,199,369,235,400,216.2975778546713,384.5847750865052
human_bladder_04.png,83,347,373,378,406,362.4692118226601,389.39162561576353
human_bladder_04.png,84,85,376,110,409,96.12,391.8092307692308
human_bladder_04.png,85,138,377,163,396,149.4222797927461,385.44300518134713
human_bladder_04.png,86,0,381,32,416,14.37454100367197,397.1285189718482
human_bladder_04.png,87,31,382,54,402,42.625352112676055,391.17464788732394
human_bladder_04.png,88,273,388,303,420,288.5762237762238,402.7160839160839
human_bladder_04.png,89,303,391,342,425,320.9828734538535,407.2464319695528
human_bladder_04.png,90,152,396,185,429,168.33030646992054,410.8195232690125
human_bladder_04.png,91,111,398,143,433,126.54831460674157,414.4191011235955
human_bladder_04.png,92,494,401,512,445,504.06351791530943,419.74918566775244
human_bladder_04.png,93,262,403,280,422,272.15942028985506,410.268115942029
human_bladder_04.png,94,250,408,276,439,262.66733067729086,422.28884462151393
human_bladder_04.png,95,223,413,242,431,232.1946564885496,420.6641221374046
human_bladder_04.png,96,394,412,426,439,410.2357473035439,425.15716486902926
human_bladder_04.png,97,86,419,115,456,99.41391106043329,437.58038768529076
human_bladder_04.png,98,360,422,392,453,375.88513513513516,438.6945945945946
human_bladder_04.png,99,137,431,166,457,151.52042628774421,442.98756660746005
human_bladder_04.png,100,213,430,239,454,224.24018475750577,440.6766743648961
human_bladder_04.png,101,29,433,59,465,43.443271767810025,449.54881266490764
human_bladder_04.png,102,337,445,378,476,357.10265282583623,460.2664359861592
human_bladder_04.png,103,110,450,148,480,127.32630272952854,463.4652605459057
human_bladder_04.png,104,451,450,492,480,470.24333333333334,465.52555555555557
human_bladder_04.png,105,391,453,421,485,404.5237449118046,467.4966078697422
human_bladder_04.png,106,158,457,198,493,174.12573099415204,470.09795321637426
human_bladder_04.png,107,298,460,351,507,322.5013368983957,482.57954545454544
human_bladder_04.png,108,63,462,83,484,72.31360946745562,472.3195266272189
human_bladder_04.png,109,184,470,210,511,198.99571428571429,488.75714285714287
human_bladder_04.png,110,88,472,119,507,102.01854140914709,488.78739184178
human_bladder_04.png,111,0,475,10,505,3.8028169014084505,491.0610328638498
human_bladder_04.png,112,502,486,512,510,507.53548387096777,498.8709677419355
human_bladder_04.png,113,405,491,429,512,415.5725806451613,502.5456989247312
human_bladder_04.png,114,154,500,181,512,167.05309734513276,506.7212389380531
human_bladder_04.png,115,288,500,322,512,302.00657894736844,506.3256578947368
human_bladder_04.png,116,121,503,145,512,132.73722627737226,508.2116788321168
human_bladder_04.png,117,439,503,453,512,445.01176470588234,507.8
human_bladder_04.png,118,55,508,70,512,62.46,509.58
human_bladder_05.png,1,7,0,26,5,16.857142857142858,1.6493506493506493
human_bladder_05.png,2,63,0,91,26,77.6896551724138,12.374384236453203
human_bladder_05.png,3,105,0,135,36,119.90526315789474,13.896842105263158
human_bladder_05.png,4,376,0,427,46,401.33449074074076,21.99074074074074
human_bladder_05.png,5,452,0,498,25,474.99552906110284,8.61698956780924
human_bladder_05.png,6,329,7,363,43,345.0605427974948,25.27974947807933
human_bladder_05.png,7,487,15,512,47,500.31311475409836,29.08688524590164
human_bladder_05.png,8,233,27,270,72,250.5045643153527,47.495435684647305
human_bladder_05.png,9,194,29,225,92,209.9172077922078,62.47483766233766
human_bladder_05.png,10,386,103,439,150,408.02121433796634,124.42574981711778
human_bladder_05.png,11,311,122,329,144,318.5138339920949,133.20158102766797
human_bladder_05.png,12,256,130,278,165,266.198347107438,149.0694214876033
human_bladder_05.png,13,0,133,24,167,11.046623794212218,148.08681672025725
human_bladder_05.png,14,70,135,92,174,81.33001422475107,154.91465149359885
human_bladder_05.png,15,423,138,457,166,441.6979865771812,150.36073825503357
human_bladder_05.png,16,493,140,512,183,502.17210682492583,160.66617210682492
human_bladder_05.png,17,202,144,220,163,209.11872146118722,151.6027397260274
human_bladder_05.png,18,203,158,228,182,215.3848167539267,168.39005235602093
human_bladder_05.png,19,118,161,135,197,124.8803611738149,180.37471783295712
human_bladder_05.png,20,208,177,225,204,216.76068376068375,189.8062678062678
human_bladder_05.png,21,331,185,367,217,348.57509157509156,200.2148962148962
human_bladder_05.png,22,55,193,77,235,65.3680649526387,213.36265223274697
human_bladder_05.png,23,114,203,138,234,126.3808695652174,218.10782608695652
human_bladder_05.png,24,246,267,308,318,271.38568714376186,289.84483850538317
human_bladder_05.png,25,59,339,86,355,69.19090909090909,347.7772727272727
human_bladder_05.png,26,441,364,454,376,448.2,369.1636363636364
human_bladder_05.png,27,34,417,84,432,59.83732057416268,423.63157894736844
human_bladder_05.png,28,49,427,84,437,64.20093457943925,431.05607476635515
human_bladder_11.png,1,5,0,30,20,16.632075471698112,8.294811320754716
human_bladder_11.png,2,333,20,365,61,348.82603406326035,39.763990267639905
human_bladder_11.png,3,294,48,317,68,305.11586901763224,57.67254408060453
human_bladder_11.png,4,346,55,359,72,351.8421052631579,63.0233918128655
human_bladder_11.png,5,486,82,510,112,497.5931863727455,96.61923847695391
human_bladder_11.png,6,0,113,15,136,5.732600732600733,123.73626373626374
human_bladder_11.png,7,138,118,169,137,152.28602620087335,127.61135371179039
human_bladder_11.png,8,299,124,328,149,312.9452736318408,137.5820895522388
human_bladder_11.png,9,189,127,220,153,204.1881918819188,139.33025830258302
human_bladder_11.png,10,340,136,362,167,350.05940594059405,150.08514851485148
human_bladder_11.png,11,355,155,377,177,365.2225609756098,165.71646341463415
human_bladder_11.png,12,14,160,30,168,21.466666666666665,164.17777777777778
human_bladder_11.png,13,370,168,387,200,378.51467268623026,183.5507900677201
human_bladder_11.png,14,10,170,42,191,24.92047713717694,179.51888667992048
human_bladder_11.png,15,427,179,439,193,432.1259259259259,185.2962962962963
human_bladder_11.png,16,37,199,59,223,49.95111111111111,213.04888888888888
human_bladder_11.png,17,33,201,34,202,33.0,201.0
human_bladder_11.png,18,24,203,43,225,33.51324503311258,213.7019867549669
human_bladder_11.png,19,185,218,212,243,197.44652908067542,230.52908067542214
human_bladder_11.png,20,310,268,352,319,331.5659574468085,293.25957446808513
human_bladder_11.png,21,134,286,163,307,148.37236533957847,295.39344262295083
human_bladder_11.png,22,344,289,375,325,359.8772522522523,307.7331081081081
human_bladder_11.png,23,214,316,235,346,223.25581395348837,328.9043927648579
human_bladder_11.png,24,130,322,159,348,143.75092936802974,335.5724907063197
human_bladder_11.png,25,219,335,244,358,231.50746268656715,346.12935323383084
human_bladder_11.png,26,261,351,284,369,272.60771704180064,359.4951768488746
human_bladder_11.png,27,435,354,468,395,450.32173913043476,374.2815217391304
human_bladder_11.png,28,50,408,87,434,67.81223922114047,421.1682892906815
human_bladder_11.png,29,277,432,311,461,295.6757532281205,446.5796269727403
human_bladder_11.png,30,382,434,412,472,396.6277777777778,452.0875
human_bladder_11.png,31,237,451,274,503,256.67868504772,472.0053022269353
human_bladder_11.png,32,326,454,360,499,343.4728610855566,475.80496780128794
human_bladder_11.png,33,436,457,465,500,449.3662966700303,479.07971745711404
human_bladder_01.png,1,38,14,63,37,49.49778761061947,24.601769911504423
human_bladder_01.png,2,177,15,215,40,196.13541666666666,27.270833333333332
human_bladder_01.png,3,153,26,189,62,169.8816067653277,42.95137420718816
human_bladder_01.png,4,34,74,69,111,51.233175355450236,91.45023696682465
human_bladder_01.png,5,0,152,70,216,28.5981703026038,180.46375791695988
human_bladder_01.png,6,259,158,297,181,277.86453576864534,169.14307458143074
human_bladder_01.png,7,218,169,260,193,239.30390738060782,179.82778581765558
human_bladder_01.png,8,334,189,395,275,358.7094668117519,229.37323177366702
human_bladder_01.png,9,240,193,263,210,250.74107142857142,201.125
human_bladder_01.png,10,285,192,311,220,297.23668639053255,205.45759368836292
human_bladder_01.png,11,303,242,349,280,325.7024048096192,261.3627254509018
human_bladder_01.png,12,46,278,113,330,79.98223896663079,303.0979547900969
human_bladder_01.png,13,97,278,141,311,113.74115983026874,292.1060820367751
human_bladder_01.png,14,0,287,62,328,28.41750629722922,306.80541561712846
human_bladder_01.png,15,116,286,198,332,160.28916211293262,308.1684881602914
human_bladder_01.png,16,78,334,152,370,113.74436090225564,351.15726817042605
human_bladder_01.png,17,338,347,414,379,373.49205508474574,361.99152542372883
human_bladder_01.png,18,443,349,505,379,474.36507936507934,363.1262282690854
human_bladder_01.png,19,0,364,56,422,22.12298682284041,396.66373840898
human_bladder_01.png,20,37,369,111,418,73.17316692667707,389.7878315132605
human_bladder_01.png,21,268,387,348,431,308.239472564866,409.14972352190557
human_bladder_01.png,22,52,402,121,439,84.02903946388682,421.5897244973939
human_bladder_01.png,23,329,434,385,472,356.31965317919077,452.28901734104045
human_bladder_02.png,1,67,37,140,118,100.85547201336675,75.53216374269006
human_bladder_02.png,2,222,423,287,472,254.9766881028939,447.97950160771705
human_bladder_02.png,3,151,437,188,470,168.21919302071973,452.59323882224646
human_bladder_03.png,1,75,0,109,24,91.35362318840579,10.669565217391304
human_bladder_03.png,2,467,0,503,13,483.19893899204243,5.26525198938992
human_bladder_03.png,3,477,24,504,71,489.9065315315315,46.971846846846844
human_bladder_03.png,4,97,42,133,95,114.70810055865921,68.37081005586592
human_bladder_03.png,5,488,46,512,125,501.3498127340824,88.96554307116105
human_bladder_03.png,6,297,48,365,113,331.4990253411306,80.48245614035088
human_bladder_03.png,7,370,74,411,122,392.14020028612305,99.74320457796853
human_bladder_03.png,8,203,104,217,122,209.8148148148148,111.84567901234568
human_bladder_03.png,9,176,114,212,151,192.97219361483008,130.81565396498456
human_bladder_03.png,10,474,174,507,201,490.4227188081937,186.81564245810057
human_bladder_03.png,11,454,198,491,231,473.1637744034707,212.7180043383948
human_bladder_03.png,12,195,248,235,284,215.15189873417722,266.5854430379747
human_bladder_03.png,13,487,261,512,328,501.6600346020761,291.12370242214536
human_bladder_03.png,14,435,269,455,289,444.06810035842295,277.18637992831543
human_bladder_03.png,15,0,314,49,366,21.066939192641797,341.5109862033725
human_bladder_03.png,16,435,333,451,359,442.12893081761007,345.9811320754717
human_bladder_03.png,17,257,347,281,363,268.26013513513516,354.31418918918916
human_bladder_03.png,18,449,349,476,391,462.5392,367.1376
human_bladder_03.png,19,248,362,280,379,263.5725806451613,369.491935483871
human_bladder_03.png,20,0,365,8,403,2.4162162162162164,380.7243243243243
human_bladder_03.png,21,253,379,273,395,262.320987654321,386.3127572016461
human_bladder_03.png,22,357,403,405,451,379.1759794476557,425.28131021194605
human_bladder_03.png,23,380,442,420,490,400.1480654761905,464.9419642857143
human_bladder_03.png,24,316,464,367,505,340.29612756264237,481.2839787395596
human_bladder_03.png,25,358,481,391,512,373.913612565445,497.5628272251309
human_brain_9.png,1,183,42,207,96,194.007399577167,66.87420718816068
human_brain_9.png,2,457,60,501,108,480.1296052631579,79.77697368421053
human_brain_9.png,3,374,75,398,139,387.1831501831502,107.23687423687424
human_brain_9.png,4,75,82,111,145,92.61697112551562,114.59104301708898
human_brain_9.png,5,469,163,512,216,490.01535413571077,189.49331352154533
human_brain_9.png,6,446,222,456,241,450.8322580645161,230.28387096774193
human_brain_9.png,7,467,238,491,249,479.22222222222223,242.95833333333334
human_brain_9.png,8,442,243,478,305,456.6981004070556,272.86906377204883
human_brain_8.png,1,254,0,271,16,261.94711538461536,6.8173076923076925
